id,smoker_pred,smoker_prob
159375,1,0.87337345
159376,1,0.74728996
159377,0,0.0021115327
159378,1,0.7803219
159379,0,0.35862926
159380,0,0.074393414
159381,0,0.02482123
159382,0,0.4047335
159383,0,0.013994827
159384,1,0.5358242
159385,0,0.014887617
159386,1,0.52874696
159387,1,0.83614737
159388,1,0.6917474
159389,0,0.0029786457
159390,1,0.65475774
159391,0,0.4350437
159392,1,0.7375544
159393,0,0.019691749
159394,0,0.21768206
159395,1,0.81791484
159396,1,0.7862219
159397,1,0.6790572
159398,1,0.6985934
159399,1,0.77946705
159400,1,0.7206365
159401,1,0.71259475
159402,0,0.01672638
159403,0,0.06608511
159404,1,0.79315734
159405,0,0.016008329
159406,0,0.15080874
159407,0,0.02295981
159408,0,0.020671826
159409,1,0.7834766
159410,1,0.5557619
159411,1,0.92071515
159412,1,0.7776649
159413,1,0.67008954
159414,0,0.1566741
159415,0,0.40551525
159416,0,0.34409124
159417,1,0.5581402
159418,1,0.62500745
159419,0,0.04267614
159420,1,0.6955539
159421,1,0.51441616
159422,0,0.1804052
159423,0,0.011053318
159424,0,0.012657713
159425,0,0.4419731
159426,0,0.092805356
159427,0,0.08080939
159428,0,0.0029530032
159429,0,0.17607893
159430,0,0.017978119
159431,1,0.8379724
159432,0,0.01821611
159433,0,0.10676497
159434,0,0.21770427
159435,0,0.46631107
159436,1,0.6875282
159437,0,0.051496457
159438,1,0.6029793
159439,0,0.19295171
159440,0,0.089258
159441,1,0.83083034
159442,0,0.14233047
159443,0,0.020519262
159444,0,0.025794964
159445,1,0.61674446
159446,1,0.82987565
159447,1,0.5515708
159448,1,0.79781187
159449,0,0.30604982
159450,0,0.0015616823
159451,1,0.8129065
159452,0,0.46380126
159453,0,0.13686663
159454,1,0.7480295
159455,1,0.72085977
159456,0,0.003162407
159457,1,0.52754873
159458,1,0.69507575
159459,0,0.38185695
159460,0,0.11421183
159461,1,0.62457573
159462,0,0.07669291
159463,0,0.012188321
159464,0,0.3861747
159465,0,0.39321834
159466,0,0.041864563
159467,1,0.7847244
159468,1,0.88323987
159469,1,0.5899392
159470,1,0.7974904
159471,1,0.6223386
159472,1,0.8627012
159473,0,0.057839043
159474,1,0.5391972
159475,0,0.3260209
159476,0,0.06646746
159477,0,0.113399886
159478,1,0.73544323
159479,0,0.119714126
159480,0,0.28248417
159481,0,0.21664888
159482,1,0.8122747
159483,0,0.030988282
159484,0,0.019868022
159485,0,0.19516541
159486,0,0.12069207
159487,0,0.12363819
159488,1,0.5378727
159489,0,0.10013461
159490,1,0.6474867
159491,1,0.87251127
159492,0,0.31717026
159493,1,0.68728894
159494,0,0.012020952
159495,0,0.0032197912
159496,1,0.7209984
159497,0,0.31157255
159498,0,0.43503597
159499,1,0.60031015
159500,0,0.17168523
159501,1,0.58420485
159502,1,0.9218751
159503,0,0.016017066
159504,1,0.56105703
159505,0,0.02438118
159506,1,0.84117246
159507,1,0.7590349
159508,1,0.78575027
159509,1,0.7815183
159510,0,0.019364132
159511,0,0.0012746644
159512,0,0.05260859
159513,0,0.29734457
159514,0,0.1610405
159515,1,0.65406466
159516,1,0.54756904
159517,0,0.026346184
159518,0,0.011964226
159519,0,0.14578165
159520,0,0.13594133
159521,1,0.904897
159522,1,0.5951523
159523,0,0.0048989165
159524,1,0.5620785
159525,0,0.006770646
159526,0,0.34110168
159527,0,0.008622283
159528,0,0.48589632
159529,1,0.7567255
159530,1,0.7402484
159531,0,0.18073928
159532,1,0.8616471
159533,1,0.87131757
159534,0,0.47161773
159535,1,0.6230159
159536,0,0.011528519
159537,0,0.31305397
159538,1,0.66146827
159539,1,0.87546265
159540,0,0.0013337707
159541,0,0.17588969
159542,0,0.4445819
159543,0,0.018606959
159544,1,0.5412629
159545,1,0.5784595
159546,1,0.51239645
159547,0,0.4683191
159548,1,0.5968061
159549,0,0.021933591
159550,0,0.014250913
159551,1,0.68441534
159552,1,0.65587205
159553,0,0.36504483
159554,0,0.053011134
159555,1,0.8304443
159556,1,0.8345343
159557,1,0.84964913
159558,0,0.11822533
159559,1,0.67349076
159560,0,0.014174426
159561,1,0.9040572
159562,1,0.9415833
159563,0,0.2920581
159564,0,0.01904022
159565,0,0.10259858
159566,0,0.13508725
159567,1,0.7831442
159568,1,0.5769947
159569,0,0.0407174
159570,1,0.6502282
159571,0,0.124179065
159572,0,0.48861015
159573,0,0.02127446
159574,1,0.82388836
159575,0,0.056867547
159576,0,0.07563871
159577,1,0.68205005
159578,0,0.3965022
159579,0,0.040327832
159580,1,0.61359113
159581,0,0.091312245
159582,0,0.4144824
159583,1,0.6678644
159584,0,0.32083258
159585,0,0.40584406
159586,0,0.41842312
159587,1,0.8591173
159588,1,0.76458627
159589,1,0.82605565
159590,1,0.79257053
159591,1,0.73615587
159592,0,0.025435604
159593,1,0.804199
159594,0,0.028532665
159595,1,0.7867829
159596,1,0.6904892
159597,0,0.35006237
159598,0,0.02413741
159599,0,0.0120133655
159600,0,0.0035758521
159601,1,0.61970955
159602,0,0.06340464
159603,1,0.6225082
159604,0,0.39585528
159605,0,0.31970412
159606,0,0.0058541913
159607,0,0.019167745
159608,1,0.83791095
159609,0,0.47140145
159610,0,0.0038264114
159611,0,0.017651582
159612,1,0.5445962
159613,1,0.7643491
159614,0,0.020199966
159615,0,0.035535283
159616,0,0.2520623
159617,0,0.09086803
159618,1,0.73990804
159619,0,0.036086928
159620,1,0.61921126
159621,1,0.7915531
159622,1,0.77526283
159623,1,0.5645023
159624,0,0.013799589
159625,0,0.014575873
159626,0,0.03741494
159627,1,0.5263444
159628,0,0.39982736
159629,1,0.7270291
159630,0,0.17596579
159631,0,0.22120434
159632,0,0.067436524
159633,0,0.03355012
159634,1,0.72242
159635,0,0.008698818
159636,0,0.05435952
159637,0,0.16191794
159638,1,0.72847223
159639,0,0.22968185
159640,0,0.08100076
159641,0,0.11394495
159642,0,0.11384758
159643,0,0.30762255
159644,0,0.36741814
159645,0,0.4468279
159646,0,0.0076091997
159647,1,0.54274106
159648,0,0.4828082
159649,0,0.42241287
159650,1,0.88356215
159651,1,0.87077355
159652,0,0.35698447
159653,0,0.13808918
159654,0,0.032955967
159655,1,0.6631482
159656,0,0.118866265
159657,1,0.54646903
159658,0,0.0115219625
159659,0,0.00328386
159660,0,0.41089758
159661,1,0.5300369
159662,0,0.44734558
159663,1,0.7144591
159664,0,0.008302541
159665,0,0.46988907
159666,1,0.62344867
159667,0,0.15885824
159668,1,0.79516786
159669,0,0.4552241
159670,0,0.10333605
159671,1,0.6764618
159672,0,0.4368571
159673,1,0.6069625
159674,0,0.41733733
159675,1,0.7743515
159676,0,0.0020993962
159677,0,0.41595513
159678,0,0.48385176
159679,0,0.046397083
159680,1,0.78120035
159681,0,0.27736995
159682,1,0.62710196
159683,1,0.7437206
159684,0,0.41622946
159685,1,0.66756034
159686,0,0.084609665
159687,0,0.0015570305
159688,1,0.95542526
159689,0,0.1450386
159690,1,0.74035275
159691,0,0.4939985
159692,1,0.8400417
159693,0,0.3803453
159694,1,0.5052984
159695,0,0.0020055035
159696,0,0.010177514
159697,0,0.02490819
159698,0,0.2637687
159699,1,0.58281344
159700,1,0.5045857
159701,1,0.72026217
159702,1,0.718059
159703,0,0.029651133
159704,1,0.6135145
159705,0,0.016364073
159706,0,0.18200952
159707,1,0.7216144
159708,1,0.78576994
159709,1,0.9032713
159710,1,0.7875562
159711,1,0.79501337
159712,1,0.64284533
159713,1,0.59157634
159714,1,0.54725045
159715,0,0.44297874
159716,1,0.6650447
159717,0,0.011967812
159718,0,0.39911076
159719,0,0.057220228
159720,1,0.59542614
159721,1,0.7822806
159722,0,0.40265313
159723,0,0.02603569
159724,0,0.028514026
159725,1,0.84169793
159726,0,0.027364856
159727,0,0.0024628874
159728,0,0.017428843
159729,1,0.5233585
159730,0,0.26416072
159731,1,0.80789757
159732,0,0.018705187
159733,0,0.378866
159734,0,0.40875235
159735,0,0.008668643
159736,1,0.59320885
159737,1,0.73886687
159738,0,0.011511205
159739,0,0.0040989676
159740,1,0.5529574
159741,0,0.42855373
159742,0,0.3606069
159743,1,0.7652796
159744,1,0.7279164
159745,1,0.602571
159746,0,0.29945514
159747,0,0.08561469
159748,0,0.23616062
159749,0,0.3542409
159750,1,0.56716985
159751,0,0.068294205
159752,0,0.050419677
159753,1,0.5777796
159754,0,0.40936455
159755,0,0.46013275
159756,0,0.11822144
159757,1,0.548893
159758,1,0.683344
159759,0,0.050266128
159760,1,0.94648856
159761,0,0.027086325
159762,0,0.41851357
159763,0,0.13414733
159764,1,0.5329256
159765,1,0.5314989
159766,1,0.6087026
159767,1,0.5326297
159768,1,0.8960758
159769,1,0.60826695
159770,1,0.7667603
159771,0,0.0367868
159772,1,0.539473
159773,0,0.22264555
159774,0,0.211745
159775,0,0.25959915
159776,0,0.026534835
159777,0,0.4456664
159778,0,0.3319946
159779,1,0.6655436
159780,1,0.59833926
159781,1,0.8154493
159782,0,0.017244281
159783,0,0.10426729
159784,0,0.31667987
159785,0,0.009972784
159786,1,0.8642051
159787,0,0.42229226
159788,0,0.018660948
159789,0,0.060584377
159790,0,0.071021035
159791,1,0.75443494
159792,0,0.41102785
159793,0,0.48751932
159794,0,0.30284536
159795,0,0.11861776
159796,0,0.3977039
159797,1,0.79530597
159798,1,0.70293677
159799,0,0.0014402763
159800,0,0.014354177
159801,0,0.042891223
159802,1,0.95410126
159803,1,0.66662157
159804,1,0.7060255
159805,0,0.40942284
159806,1,0.8452159
159807,1,0.7408458
159808,0,0.0072516575
159809,1,0.5137611
159810,0,0.0017125225
159811,0,0.0081873415
159812,0,0.43409848
159813,1,0.5649532
159814,1,0.8419619
159815,1,0.65625757
159816,1,0.63682634
159817,1,0.51105314
159818,0,0.007843363
159819,1,0.6620537
159820,0,0.22299348
159821,0,0.025024243
159822,1,0.5141345
159823,0,0.0027816764
159824,1,0.9733692
159825,1,0.7045608
159826,0,0.4064243
159827,0,0.024071049
159828,0,0.03607958
159829,0,0.018041622
159830,0,0.06380548
159831,1,0.5829268
159832,0,0.46819636
159833,0,0.4288152
159834,0,0.035620578
159835,1,0.7450518
159836,0,0.035819147
159837,0,0.3848499
159838,0,0.02420367
159839,0,0.26778007
159840,1,0.8577569
159841,1,0.73504716
159842,1,0.6763978
159843,1,0.90326405
159844,0,0.47856817
159845,0,0.014669361
159846,1,0.5028483
159847,0,0.3973762
159848,1,0.51794195
159849,1,0.6606026
159850,0,0.004966761
159851,0,0.3361013
159852,0,0.020263717
159853,0,0.1436695
159854,1,0.87649935
159855,0,0.3707962
159856,0,0.12763323
159857,0,0.48788062
159858,1,0.711362
159859,0,0.008481574
159860,0,0.41791162
159861,0,0.025168737
159862,0,0.0033449125
159863,1,0.7106349
159864,0,0.042595077
159865,0,0.0020069678
159866,1,0.67633337
159867,0,0.42472234
159868,1,0.7812658
159869,1,0.6242022
159870,1,0.72233355
159871,0,0.105877355
159872,1,0.63240665
159873,1,0.67148775
159874,0,0.30044737
159875,0,0.24439743
159876,1,0.68490165
159877,0,0.080563575
159878,1,0.6277071
159879,1,0.72155523
159880,1,0.59621376
159881,0,0.042926382
159882,1,0.8625826
159883,1,0.8524809
159884,1,0.84756947
159885,0,0.43721235
159886,0,0.26931638
159887,1,0.60355705
159888,0,0.3175472
159889,1,0.90812534
159890,1,0.72774404
159891,1,0.89490354
159892,0,0.18794121
159893,0,0.014143016
159894,1,0.8343353
159895,1,0.5310045
159896,1,0.5813806
159897,0,0.40488502
159898,1,0.55879265
159899,1,0.87932545
159900,0,0.051057644
159901,1,0.58025897
159902,0,0.2508648
159903,0,0.4157339
159904,0,0.33729258
159905,0,0.03236156
159906,1,0.76355636
159907,1,0.7103506
159908,1,0.7657619
159909,0,0.0011854781
159910,1,0.5182649
159911,0,0.410601
159912,1,0.6528316
159913,0,0.04179195
159914,0,0.033873636
159915,0,0.30016863
159916,0,0.014132949
159917,0,0.015884744
159918,0,0.13920408
159919,0,0.47670543
159920,0,0.204977
159921,1,0.85207176
159922,0,0.33747852
159923,0,0.25587437
159924,1,0.8368879
159925,1,0.6854142
159926,1,0.8466644
159927,1,0.550843
159928,0,0.3780218
159929,1,0.7165381
159930,0,0.24140036
159931,0,0.33261678
159932,0,0.003114532
159933,0,0.3430882
159934,0,0.33402967
159935,0,0.17518029
159936,0,0.47629133
159937,0,0.02061371
159938,1,0.7290204
159939,1,0.6383732
159940,1,0.632969
159941,1,0.511929
159942,1,0.5167491
159943,0,0.20894293
159944,0,0.00988775
159945,1,0.82118493
159946,1,0.7055867
159947,0,0.016413474
159948,0,0.25338593
159949,1,0.71431655
159950,1,0.8213966
159951,0,0.336576
159952,1,0.6843437
159953,0,0.003510347
159954,1,0.6395227
159955,0,0.00065586733
159956,1,0.7644291
159957,1,0.7775171
159958,1,0.64745325
159959,0,0.34773865
159960,1,0.8101569
159961,1,0.80759543
159962,0,0.0011344207
159963,1,0.8373827
159964,0,0.04854624
159965,1,0.7762778
159966,1,0.810445
159967,1,0.61402726
159968,0,0.009781626
159969,1,0.7565621
159970,0,0.026716946
159971,0,0.0030081235
159972,0,0.041878525
159973,1,0.6915113
159974,0,0.31037143
159975,1,0.6190304
159976,1,0.50617194
159977,1,0.75533974
159978,0,0.021780612
159979,1,0.58556885
159980,1,0.81576353
159981,1,0.7345582
159982,1,0.6521209
159983,1,0.76772827
159984,1,0.5015344
159985,1,0.840912
159986,1,0.858424
159987,0,0.08855792
159988,1,0.7334084
159989,1,0.55183184
159990,0,0.25579497
159991,0,0.021131631
159992,0,0.4360627
159993,0,0.01527985
159994,0,0.024282899
159995,0,0.01649707
159996,0,0.43181992
159997,1,0.7993888
159998,0,0.41285187
159999,1,0.59343
160000,1,0.65910083
160001,0,0.13654296
160002,0,0.27457455
160003,0,0.023450054
160004,1,0.5037518
160005,0,0.031259257
160006,0,0.3135522
160007,1,0.7136435
160008,0,0.2883455
160009,0,0.466404
160010,1,0.61580527
160011,0,0.16027439
160012,1,0.5169988
160013,1,0.7040613
160014,0,0.021167353
160015,0,0.07968489
160016,1,0.5903639
160017,0,0.108965695
160018,1,0.8258494
160019,0,0.014720312
160020,0,0.0844565
160021,1,0.56695676
160022,1,0.7634947
160023,0,0.015401475
160024,0,0.433193
160025,0,0.088354215
160026,0,0.019241106
160027,0,0.45496482
160028,0,0.017743396
160029,1,0.6221251
160030,0,0.3167891
160031,1,0.81255263
160032,0,0.031020956
160033,0,0.05546196
160034,1,0.7434114
160035,1,0.58707005
160036,0,0.0136779
160037,0,0.48548216
160038,0,0.39742273
160039,0,0.023869202
160040,1,0.51380587
160041,0,0.051092517
160042,0,0.305479
160043,0,0.051687777
160044,0,0.06978143
160045,0,0.043850765
160046,0,0.43437356
160047,0,0.45011213
160048,0,0.42522696
160049,0,0.013623059
160050,1,0.7626274
160051,1,0.76316524
160052,1,0.7130216
160053,0,0.15707164
160054,1,0.6500004
160055,0,0.45438448
160056,0,0.112280205
160057,0,0.23238161
160058,1,0.5111905
160059,1,0.64980763
160060,0,0.3254472
160061,0,0.08423147
160062,1,0.86559993
160063,0,0.04815513
160064,0,0.12126443
160065,0,0.35931358
160066,0,0.45381656
160067,0,0.43794316
160068,1,0.5742832
160069,1,0.7340095
160070,0,0.00580546
160071,0,0.04237057
160072,0,0.4281269
160073,0,0.031212492
160074,1,0.68035233
160075,1,0.91533184
160076,0,0.3817319
160077,0,0.0063491263
160078,1,0.7672622
160079,0,0.09491732
160080,0,0.29945752
160081,0,0.10954299
160082,0,0.1263644
160083,0,0.20908813
160084,0,0.0018906748
160085,0,0.07718199
160086,0,0.022511493
160087,0,0.117249645
160088,0,0.41496632
160089,1,0.74277216
160090,1,0.5949243
160091,1,0.81442636
160092,1,0.58981776
160093,1,0.7485258
160094,0,0.0017338423
160095,1,0.8584763
160096,0,0.46427315
160097,0,0.2071692
160098,1,0.6391607
160099,0,0.0007771046
160100,0,0.39632723
160101,0,0.36966115
160102,1,0.67749333
160103,1,0.56286514
160104,0,0.1499575
160105,0,0.35928148
160106,0,0.017630799
160107,0,0.27174407
160108,1,0.6540271
160109,1,0.7712408
160110,1,0.73364013
160111,0,0.3592249
160112,0,0.11385247
160113,0,0.079312325
160114,1,0.64958113
160115,0,0.010500397
160116,0,0.013194233
160117,1,0.87216854
160118,1,0.5162451
160119,0,0.002831397
160120,0,0.37200344
160121,1,0.56921667
160122,0,0.49336138
160123,0,0.2966262
160124,1,0.81190574
160125,1,0.81433636
160126,0,0.48572132
160127,1,0.6169709
160128,0,0.31424662
160129,1,0.70167506
160130,1,0.6031166
160131,0,0.028140018
160132,0,0.028126515
160133,1,0.8663622
160134,1,0.87249297
160135,1,0.5442317
160136,0,0.010672787
160137,1,0.7587736
160138,1,0.5924991
160139,1,0.8848916
160140,0,0.44487128
160141,1,0.74169576
160142,0,0.011195539
160143,0,0.3813996
160144,0,0.07781177
160145,0,0.00986406
160146,0,0.021486642
160147,1,0.6404042
160148,0,0.48094591
160149,0,0.40038
160150,0,0.17478645
160151,0,0.25476253
160152,0,0.07768387
160153,0,0.033793375
160154,1,0.61147016
160155,1,0.6346253
160156,1,0.815879
160157,1,0.54190403
160158,0,0.2333602
160159,1,0.5772452
160160,0,0.022258077
160161,1,0.7800887
160162,0,0.2824947
160163,1,0.80341816
160164,1,0.7693809
160165,1,0.84514403
160166,1,0.6974194
160167,1,0.59162104
160168,0,0.3129889
160169,0,0.35169414
160170,1,0.83858865
160171,0,0.0040267194
160172,0,0.41265103
160173,1,0.52296543
160174,1,0.5703393
160175,0,0.010945052
160176,0,0.20306735
160177,0,0.4999769
160178,1,0.58984447
160179,0,0.0044541485
160180,1,0.78041214
160181,1,0.5673555
160182,1,0.80762166
160183,0,0.0046105525
160184,1,0.80813754
160185,0,0.012906524
160186,0,0.30076241
160187,0,0.003253054
160188,1,0.8507223
160189,1,0.68940246
160190,0,0.06729145
160191,1,0.7086606
160192,1,0.6220271
160193,0,0.018201916
160194,0,0.25441268
160195,0,0.4453952
160196,0,0.2505335
160197,1,0.64103776
160198,1,0.6525271
160199,0,0.037842374
160200,0,0.013945511
160201,0,0.022981482
160202,1,0.66908646
160203,1,0.7257532
160204,0,0.14805788
160205,1,0.8850434
160206,1,0.6250489
160207,0,0.041203286
160208,0,0.36830285
160209,0,0.49870774
160210,0,0.023367599
160211,0,0.41129887
160212,0,0.25644076
160213,1,0.7990066
160214,0,0.22978322
160215,0,0.14027521
160216,0,0.06580139
160217,1,0.7076302
160218,0,0.20594122
160219,1,0.7234567
160220,1,0.6972396
160221,0,0.45130485
160222,0,0.29140544
160223,1,0.50285906
160224,1,0.76741135
160225,0,0.1785566
160226,0,0.07754511
160227,1,0.52369297
160228,1,0.78661597
160229,0,0.4955853
160230,1,0.7368182
160231,0,0.03192702
160232,1,0.85021234
160233,0,0.021535695
160234,0,0.043128625
160235,1,0.63159794
160236,0,0.4520168
160237,0,0.39768875
160238,0,0.24023116
160239,0,0.00645491
160240,1,0.86578786
160241,0,0.0599776
160242,0,0.49517128
160243,0,0.47712556
160244,0,0.011447894
160245,1,0.5840396
160246,1,0.78805584
160247,0,0.4147787
160248,0,0.25451422
160249,1,0.77485675
160250,1,0.8144161
160251,0,0.47572443
160252,0,0.020823466
160253,0,0.20917872
160254,1,0.67261153
160255,1,0.6546821
160256,0,0.4016926
160257,1,0.8845473
160258,0,0.002840294
160259,1,0.8100803
160260,1,0.5123379
160261,0,0.099848114
160262,0,0.009685714
160263,0,0.08255616
160264,0,0.44817427
160265,0,0.46930343
160266,1,0.8418353
160267,0,0.2713558
160268,0,0.44798204
160269,0,0.015349422
160270,0,0.031242944
160271,1,0.5377752
160272,1,0.7585824
160273,0,0.010446747
160274,0,0.055276416
160275,1,0.696744
160276,1,0.6599395
160277,0,0.010146102
160278,1,0.7649381
160279,1,0.5911454
160280,0,0.14932029
160281,1,0.7293699
160282,1,0.64771336
160283,1,0.52273417
160284,1,0.5904848
160285,1,0.79124284
160286,1,0.608231
160287,1,0.54942995
160288,0,0.3184647
160289,0,0.46319762
160290,1,0.8273728
160291,0,0.08886256
160292,0,0.0061930753
160293,0,0.47154975
160294,0,0.08005432
160295,1,0.7496327
160296,1,0.73103625
160297,1,0.7405444
160298,0,0.0065900274
160299,0,0.47364813
160300,1,0.5857515
160301,1,0.60162497
160302,0,0.40332177
160303,1,0.5144848
160304,1,0.7049637
160305,1,0.6893138
160306,1,0.6144229
160307,0,0.34320176
160308,0,0.045834243
160309,0,0.022431422
160310,0,0.0047887224
160311,1,0.73665506
160312,1,0.52627134
160313,0,0.42625943
160314,1,0.644308
160315,1,0.7813866
160316,1,0.5429181
160317,1,0.644498
160318,1,0.80253613
160319,0,0.41705897
160320,0,0.008155882
160321,1,0.82895285
160322,1,0.5925353
160323,1,0.50316775
160324,1,0.7021967
160325,1,0.8807933
160326,1,0.6320561
160327,0,0.0073667946
160328,0,0.028348302
160329,1,0.8074165
160330,0,0.01827271
160331,1,0.75654703
160332,1,0.79430646
160333,0,0.27438998
160334,1,0.61827844
160335,0,0.40162918
160336,1,0.6863689
160337,1,0.5302854
160338,0,0.4420129
160339,0,0.011356221
160340,1,0.66027415
160341,1,0.6067512
160342,0,0.42403153
160343,1,0.7353431
160344,1,0.76907295
160345,1,0.54304
160346,0,0.43900943
160347,1,0.8930126
160348,1,0.84034723
160349,0,0.39740866
160350,1,0.7567842
160351,1,0.8008548
160352,0,0.4756975
160353,0,0.020107247
160354,0,0.04431297
160355,0,0.17470689
160356,0,0.20073237
160357,0,0.061323613
160358,0,0.3026158
160359,0,0.027544567
160360,0,0.02513531
160361,0,0.07410019
160362,0,0.0051390626
160363,0,0.04072556
160364,0,0.35421464
160365,0,0.44158596
160366,0,0.009235805
160367,1,0.77318364
160368,0,0.15662353
160369,0,0.0287847
160370,1,0.83345497
160371,1,0.7806655
160372,0,0.005606556
160373,1,0.74541867
160374,1,0.5122432
160375,0,0.16019447
160376,0,0.48686478
160377,0,0.058727324
160378,1,0.8025727
160379,1,0.51650214
160380,0,0.025682988
160381,0,0.4002806
160382,1,0.644027
160383,0,0.14400184
160384,0,0.4558238
160385,0,0.019301957
160386,0,0.087317094
160387,0,0.018983213
160388,0,0.40850228
160389,1,0.595525
160390,1,0.69482845
160391,1,0.6384789
160392,1,0.6793074
160393,0,0.14167432
160394,0,0.009875336
160395,1,0.5108209
160396,1,0.6636405
160397,0,0.3457007
160398,1,0.87265915
160399,1,0.5589845
160400,1,0.8326009
160401,0,0.0031364309
160402,1,0.76129013
160403,0,0.050370794
160404,1,0.52455175
160405,0,0.37884346
160406,1,0.5712116
160407,0,0.0027033417
160408,1,0.5640408
160409,0,0.004707823
160410,0,0.010792893
160411,1,0.800553
160412,1,0.51264787
160413,1,0.7268715
160414,0,0.03122921
160415,0,0.008950402
160416,0,0.049150843
160417,0,0.0085528055
160418,0,0.14381868
160419,0,0.33988774
160420,0,0.19631447
160421,1,0.58890194
160422,1,0.50759757
160423,0,0.009894853
160424,1,0.67716414
160425,0,0.017222958
160426,0,0.316538
160427,0,0.009732285
160428,0,0.47842637
160429,1,0.71880066
160430,1,0.81168735
160431,1,0.8604288
160432,0,0.0049664923
160433,1,0.5925046
160434,0,0.36364934
160435,1,0.77542853
160436,1,0.594732
160437,0,0.017548647
160438,1,0.8077321
160439,1,0.6377688
160440,0,0.0008270496
160441,0,0.08968353
160442,1,0.59476954
160443,1,0.7561792
160444,0,0.01589687
160445,1,0.7113157
160446,1,0.7598978
160447,1,0.7436892
160448,1,0.58742434
160449,0,0.0408253
160450,0,0.27325186
160451,1,0.82400763
160452,1,0.79157376
160453,0,0.0056639914
160454,0,0.3047629
160455,0,0.038906056
160456,1,0.7348483
160457,1,0.5971795
160458,0,0.4516356
160459,1,0.61695796
160460,1,0.5451713
160461,0,0.4629876
160462,1,0.61712885
160463,1,0.81580395
160464,1,0.71686244
160465,1,0.56278616
160466,0,0.19497733
160467,0,0.44690514
160468,1,0.57840914
160469,1,0.73901874
160470,1,0.6140521
160471,1,0.7143989
160472,0,0.015351309
160473,1,0.873258
160474,1,0.71886873
160475,0,0.06841205
160476,0,0.062315583
160477,0,0.18673663
160478,1,0.79182756
160479,1,0.7164666
160480,0,0.4393783
160481,0,0.48799804
160482,0,0.032575544
160483,0,0.007759046
160484,0,0.41764763
160485,0,0.0026366739
160486,0,0.0168969
160487,0,0.1575762
160488,0,0.004075424
160489,0,0.48996294
160490,0,0.031694543
160491,1,0.67490894
160492,1,0.6876386
160493,1,0.68955314
160494,0,0.39480224
160495,0,0.48893982
160496,1,0.68947005
160497,0,0.21156187
160498,0,0.029862054
160499,1,0.709889
160500,1,0.8351979
160501,0,0.0057182456
160502,1,0.6309151
160503,1,0.7216835
160504,0,0.023504993
160505,1,0.86190736
160506,1,0.59193903
160507,0,0.29618284
160508,1,0.8272283
160509,1,0.9910271
160510,0,0.3231944
160511,1,0.6343015
160512,0,0.014484475
160513,0,0.43495506
160514,0,0.49594828
160515,1,0.6639288
160516,0,0.03277316
160517,1,0.7702908
160518,0,0.0018954301
160519,0,0.3871071
160520,0,0.012178663
160521,0,0.028023792
160522,1,0.55164623
160523,0,0.3776091
